date,time,period,lane,car_type,direction,target,
6/25/2019,7:20:23,07:30-08:30,e,1,-1,s,
6/25/2019,7:20:29,07:30-08:30,e,1,-1,s,
6/25/2019,7:20:34,07:30-08:30,e,1,-1,s,
6/25/2019,7:20:42,07:30-08:30,e,1,-1,s,
6/25/2019,7:20:46,07:30-08:30,e,2,0,w,
6/25/2019,7:20:48,07:30-08:30,e,2,0,w,
6/25/2019,7:20:51,07:30-08:30,e,1,0,w,
6/25/2019,7:20:53,07:30-08:30,e,2,-1,s,
6/25/2019,7:20:56,07:30-08:30,e,1,0,w,
6/25/2019,7:21:04,07:30-08:30,e,2,0,w,
6/25/2019,7:21:25,07:30-08:30,e,2,0,w,
6/25/2019,7:21:32,07:30-08:30,e,2,0,w,
6/25/2019,7:21:33,07:30-08:30,e,1,-1,s,
6/25/2019,7:21:36,07:30-08:30,e,1,-1,s,
6/25/2019,7:21:41,07:30-08:30,e,1,0,w,
6/25/2019,7:21:41,07:30-08:30,e,1,1,n,
6/25/2019,7:21:42,07:30-08:30,e,2,1,n,
6/25/2019,7:21:45,07:30-08:30,e,1,0,w,
6/25/2019,7:21:49,07:30-08:30,e,2,0,w,
6/25/2019,7:21:50,07:30-08:30,e,1,0,w,
6/25/2019,7:21:54,07:30-08:30,e,1,-1,s,
6/25/2019,7:21:54,07:30-08:30,e,1,0,w,
6/25/2019,7:21:56,07:30-08:30,e,1,-1,s,
6/25/2019,7:21:57,07:30-08:30,e,2,-1,s,
6/25/2019,7:22:01,07:30-08:30,e,2,-1,s,
6/25/2019,7:22:02,07:30-08:30,e,1,1,n,
6/25/2019,7:22:06,07:30-08:30,e,2,0,w,
6/25/2019,7:22:07,07:30-08:30,e,2,1,n,
6/25/2019,7:22:09,07:30-08:30,e,1,0,w,
6/25/2019,7:22:11,07:30-08:30,e,2,0,w,
6/25/2019,7:22:14,07:30-08:30,e,2,-1,s,
6/25/2019,7:22:15,07:30-08:30,e,1,1,n,
6/25/2019,7:22:15,07:30-08:30,e,1,-1,s,
6/25/2019,7:22:17,07:30-08:30,e,1,-1,s,
6/25/2019,7:22:18,07:30-08:30,e,2,0,w,
6/25/2019,7:22:19,07:30-08:30,e,1,1,n,
6/25/2019,7:22:19,07:30-08:30,e,1,0,w,
6/25/2019,7:22:28,07:30-08:30,e,2,0,w,
6/25/2019,7:22:40,07:30-08:30,e,2,0,w,
6/25/2019,7:22:49,07:30-08:30,e,2,0,w,
6/25/2019,7:22:51,07:30-08:30,e,1,1,n,
6/25/2019,7:23:04,07:30-08:30,e,2,0,w,
6/25/2019,7:23:04,07:30-08:30,e,2,1,n,
6/25/2019,7:23:16,07:30-08:30,e,1,1,n,
6/25/2019,7:23:18,07:30-08:30,e,1,-1,s,
6/25/2019,7:23:44,07:30-08:30,e,2,0,w,
6/25/2019,7:23:53,07:30-08:30,e,2,1,n,
6/25/2019,7:23:55,07:30-08:30,e,2,-1,s,
6/25/2019,7:23:59,07:30-08:30,e,1,-1,s,
6/25/2019,7:24:01,07:30-08:30,e,2,-1,s,
6/25/2019,7:24:01,07:30-08:30,e,2,-1,s,
6/25/2019,7:24:06,07:30-08:30,e,1,-1,s,
6/25/2019,7:24:09,07:30-08:30,e,2,-1,s,
6/25/2019,7:24:10,07:30-08:30,e,2,-1,s,
6/25/2019,7:24:17,07:30-08:30,e,1,-1,s,
6/25/2019,7:24:20,07:30-08:30,e,1,-1,s,
6/25/2019,7:24:21,07:30-08:30,e,1,0,w,
6/25/2019,7:24:21,07:30-08:30,e,1,1,n,
6/25/2019,7:24:23,07:30-08:30,e,2,0,w,
6/25/2019,7:24:24,07:30-08:30,e,1,-1,s,
6/25/2019,7:24:28,07:30-08:30,e,1,-1,s,
6/25/2019,7:24:33,07:30-08:30,e,2,0,w,
6/25/2019,7:24:41,07:30-08:30,e,1,0,w,
6/25/2019,7:24:54,07:30-08:30,e,1,0,w,
6/25/2019,7:24:56,07:30-08:30,e,1,1,n,
6/25/2019,7:25:04,07:30-08:30,e,1,0,w,
6/25/2019,7:25:13,07:30-08:30,e,1,1,n,
6/25/2019,7:25:26,07:30-08:30,e,1,0,w,
6/25/2019,7:25:29,07:30-08:30,e,2,-1,s,
6/25/2019,7:25:30,07:30-08:30,e,2,0,w,
6/25/2019,7:25:31,07:30-08:30,e,1,1,n,
6/25/2019,7:25:34,07:30-08:30,e,1,0,w,
6/25/2019,7:25:38,07:30-08:30,e,2,1,n,
6/25/2019,7:25:42,07:30-08:30,e,1,0,w,
6/25/2019,7:26:03,07:30-08:30,e,2,0,w,
6/25/2019,7:26:21,07:30-08:30,e,2,0,w,
6/25/2019,7:26:29,07:30-08:30,e,1,1,n,
6/25/2019,7:26:32,07:30-08:30,e,2,1,n,
6/25/2019,7:26:35,07:30-08:30,e,2,0,w,
6/25/2019,7:26:37,07:30-08:30,e,1,0,w,
6/25/2019,7:26:39,07:30-08:30,e,1,1,n,
6/25/2019,7:26:40,07:30-08:30,e,2,0,w,
6/25/2019,7:26:43,07:30-08:30,e,1,-1,s,
6/25/2019,7:26:44,07:30-08:30,e,2,0,w,
6/25/2019,7:26:46,07:30-08:30,e,2,1,n,
6/25/2019,7:26:49,07:30-08:30,e,2,0,w,
6/25/2019,7:26:49,07:30-08:30,e,2,1,n,
6/25/2019,7:26:52,07:30-08:30,e,1,-1,s,
6/25/2019,7:26:57,07:30-08:30,e,2,-1,s,
6/25/2019,7:26:59,07:30-08:30,e,1,-1,s,
6/25/2019,7:27:17,07:30-08:30,e,2,-1,s,
6/25/2019,7:27:43,07:30-08:30,e,1,-1,s,
6/25/2019,7:27:52,07:30-08:30,e,2,-1,s,
6/25/2019,7:27:57,07:30-08:30,e,1,-1,s,
6/25/2019,7:27:59,07:30-08:30,e,2,-1,s,
6/25/2019,7:28:05,07:30-08:30,e,2,-1,s,
6/25/2019,7:28:06,07:30-08:30,e,2,0,w,
6/25/2019,7:28:07,07:30-08:30,e,1,1,n,
6/25/2019,7:28:08,07:30-08:30,e,1,0,w,
6/25/2019,7:28:10,07:30-08:30,e,1,0,w,
6/25/2019,7:28:14,07:30-08:30,e,1,1,n,
6/25/2019,7:28:30,07:30-08:30,e,1,0,w,
6/25/2019,7:28:34,07:30-08:30,e,1,1,n,
6/25/2019,7:28:46,07:30-08:30,e,2,0,w,
6/25/2019,7:28:51,07:30-08:30,e,2,1,n,
6/25/2019,7:28:51,07:30-08:30,e,2,0,w,
6/25/2019,7:28:54,07:30-08:30,e,2,-1,s,
6/25/2019,7:28:55,07:30-08:30,e,2,0,w,
6/25/2019,7:28:56,07:30-08:30,e,1,0,w,
6/25/2019,7:28:59,07:30-08:30,e,2,1,n,
6/25/2019,7:29:01,07:30-08:30,e,1,0,w,
6/25/2019,7:29:02,07:30-08:30,e,1,1,n,
6/25/2019,7:29:03,07:30-08:30,e,1,0,w,
6/25/2019,7:29:06,07:30-08:30,e,2,0,w,
6/25/2019,7:29:08,07:30-08:30,e,1,1,n,
6/25/2019,7:29:10,07:30-08:30,e,1,-1,s,
6/25/2019,7:29:13,07:30-08:30,e,4,-1,s,
6/25/2019,7:29:13,07:30-08:30,e,4,-1,s,
6/25/2019,7:29:14,07:30-08:30,e,4,-1,s,
6/25/2019,7:29:16,07:30-08:30,e,1,-1,s,
6/25/2019,7:29:17,07:30-08:30,e,1,-1,s,
6/25/2019,7:29:18,07:30-08:30,e,1,0,w,
6/25/2019,7:29:19,07:30-08:30,e,2,0,w,
6/25/2019,7:29:20,07:30-08:30,e,4,0,w,
6/25/2019,7:29:22,07:30-08:30,e,4,0,w,
6/25/2019,7:29:23,07:30-08:30,e,4,1,n,
6/25/2019,7:29:25,07:30-08:30,e,1,0,w,
6/25/2019,7:29:29,07:30-08:30,e,2,0,w,
6/25/2019,7:29:29,07:30-08:30,e,1,0,w,
6/25/2019,7:29:29,07:30-08:30,e,1,1,n,
6/25/2019,7:29:30,07:30-08:30,e,1,0,w,
6/25/2019,7:29:34,07:30-08:30,e,1,0,w,
6/25/2019,7:30:10,07:30-08:30,e,1,0,w,
6/25/2019,7:30:17,07:30-08:30,e,2,0,w,
6/25/2019,7:30:24,07:30-08:30,e,2,0,w,
6/25/2019,7:30:25,07:30-08:30,e,2,1,n,
6/25/2019,7:30:28,07:30-08:30,e,1,0,w,
6/25/2019,7:30:28,07:30-08:30,e,1,1,n,
6/25/2019,7:30:31,07:30-08:30,e,1,1,n,
6/25/2019,7:31:08,07:30-08:30,e,2,0,w,
6/25/2019,7:31:14,07:30-08:30,e,1,0,w,
6/25/2019,7:31:18,07:30-08:30,e,2,0,w,
6/25/2019,7:31:24,07:30-08:30,e,2,1,n,
6/25/2019,7:31:25,07:30-08:30,e,1,0,w,
6/25/2019,7:31:28,07:30-08:30,e,2,0,w,
6/25/2019,7:31:30,07:30-08:30,e,1,1,n,
6/25/2019,7:31:34,07:30-08:30,e,2,0,w,
6/25/2019,7:31:35,07:30-08:30,e,2,0,w,
6/25/2019,7:31:36,07:30-08:30,e,2,0,w,
6/25/2019,7:31:37,07:30-08:30,e,2,0,w,
6/25/2019,7:31:38,07:30-08:30,e,2,1,n,
6/25/2019,7:31:40,07:30-08:30,e,1,-1,s,
6/25/2019,7:31:41,07:30-08:30,e,1,-1,s,
6/25/2019,7:31:41,07:30-08:30,e,1,-1,s,
6/25/2019,7:31:42,07:30-08:30,e,1,1,n,
6/25/2019,7:31:43,07:30-08:30,e,1,1,n,
6/25/2019,7:31:48,07:30-08:30,e,2,-1,s,
6/25/2019,7:31:54,07:30-08:30,e,1,-1,s,
6/25/2019,7:31:54,07:30-08:30,e,1,0,w,
6/25/2019,7:32:11,07:30-08:30,e,1,-1,s,
6/25/2019,7:32:26,07:30-08:30,e,1,1,n,
6/25/2019,7:32:40,07:30-08:30,e,2,-1,s,
6/25/2019,7:32:45,07:30-08:30,e,1,-1,s,
6/25/2019,7:32:48,07:30-08:30,e,1,-1,s,
6/25/2019,7:32:49,07:30-08:30,e,2,-1,s,
6/25/2019,7:32:50,07:30-08:30,e,1,-1,s,
6/25/2019,7:32:50,07:30-08:30,e,2,-1,s,
6/25/2019,7:32:50,07:30-08:30,e,1,-1,s,
6/25/2019,7:32:55,07:30-08:30,e,1,-1,s,
6/25/2019,7:32:58,07:30-08:30,e,1,-1,s,
6/25/2019,7:32:58,07:30-08:30,e,2,-1,s,
6/25/2019,7:33:04,07:30-08:30,e,1,-1,s,
6/25/2019,7:33:05,07:30-08:30,e,1,-1,s,
6/25/2019,7:33:06,07:30-08:30,e,1,-1,s,
6/25/2019,7:33:44,07:30-08:30,e,1,0,w,
6/25/2019,7:33:45,07:30-08:30,e,1,0,w,
6/25/2019,7:33:50,07:30-08:30,e,2,-1,s,
6/25/2019,7:33:50,07:30-08:30,e,2,0,w,
6/25/2019,7:33:51,07:30-08:30,e,1,0,w,
6/25/2019,7:33:51,07:30-08:30,e,2,0,w,
6/25/2019,7:33:56,07:30-08:30,e,1,0,w,
6/25/2019,7:33:57,07:30-08:30,e,1,-1,s,
6/25/2019,7:34:00,07:30-08:30,e,3,0,w,
6/25/2019,7:34:02,07:30-08:30,e,1,2,e,
6/25/2019,7:34:05,07:30-08:30,e,1,0,w,
6/25/2019,7:34:06,07:30-08:30,e,1,0,w,
6/25/2019,7:34:07,07:30-08:30,e,2,0,w,
6/25/2019,7:34:07,07:30-08:30,e,1,0,w,
6/25/2019,7:34:10,07:30-08:30,e,2,0,w,
6/25/2019,7:34:10,07:30-08:30,e,1,0,w,
6/25/2019,7:34:12,07:30-08:30,e,1,-1,s,
6/25/2019,7:34:13,07:30-08:30,e,2,0,w,
6/25/2019,7:34:14,07:30-08:30,e,1,0,w,
6/25/2019,7:34:15,07:30-08:30,e,1,-1,s,
6/25/2019,7:34:16,07:30-08:30,e,2,2,e,
6/25/2019,7:34:17,07:30-08:30,e,1,-1,s,
6/25/2019,7:34:20,07:30-08:30,e,1,-1,s,
6/25/2019,7:34:23,07:30-08:30,e,1,0,w,
6/25/2019,7:34:49,07:30-08:30,e,1,0,w,
6/25/2019,7:34:49,07:30-08:30,e,1,1,n,
6/25/2019,7:34:58,07:30-08:30,e,1,0,w,
6/25/2019,7:35:12,07:30-08:30,e,1,-1,s,
6/25/2019,7:35:13,07:30-08:30,e,1,-1,s,
6/25/2019,7:35:13,07:30-08:30,e,1,2,e,
6/25/2019,7:35:15,07:30-08:30,e,1,-1,s,
6/25/2019,7:35:22,07:30-08:30,e,1,-1,s,
6/25/2019,7:35:23,07:30-08:30,e,2,-1,s,
6/25/2019,7:35:24,07:30-08:30,e,1,0,w,
6/25/2019,7:35:26,07:30-08:30,e,2,1,n,
6/25/2019,7:35:27,07:30-08:30,e,2,0,w,
6/25/2019,7:35:30,07:30-08:30,e,1,-1,s,
6/25/2019,7:35:41,07:30-08:30,e,2,0,w,
6/25/2019,7:35:58,07:30-08:30,e,3,1,n,
6/25/2019,7:36:04,07:30-08:30,e,2,0,w,
6/25/2019,7:36:07,07:30-08:30,e,1,-1,s,
6/25/2019,7:36:09,07:30-08:30,e,1,1,n,
6/25/2019,7:36:10,07:30-08:30,e,2,0,w,
6/25/2019,7:36:12,07:30-08:30,e,1,1,n,
6/25/2019,7:36:17,07:30-08:30,e,2,1,n,
6/25/2019,7:36:20,07:30-08:30,e,1,1,n,
6/25/2019,7:36:23,07:30-08:30,e,2,1,n,
6/25/2019,7:36:27,07:30-08:30,e,2,1,n,
6/25/2019,7:36:29,07:30-08:30,e,1,1,n,
6/25/2019,7:36:29,07:30-08:30,e,1,0,w,
6/25/2019,7:36:35,07:30-08:30,e,3,-1,s,
6/25/2019,7:36:39,07:30-08:30,e,2,-1,s,
6/25/2019,7:36:39,07:30-08:30,e,1,-1,s,
6/25/2019,7:36:43,07:30-08:30,e,2,-1,s,
6/25/2019,7:36:43,07:30-08:30,e,2,-1,s,
6/25/2019,7:36:46,07:30-08:30,e,2,-1,s,
6/25/2019,7:36:48,07:30-08:30,e,1,1,n,
6/25/2019,7:36:49,07:30-08:30,e,1,0,w,
6/25/2019,7:36:51,07:30-08:30,e,2,0,w,
6/25/2019,7:36:56,07:30-08:30,e,1,0,w,
6/25/2019,7:36:57,07:30-08:30,e,2,1,n,
6/25/2019,7:37:29,07:30-08:30,e,2,1,n,
6/25/2019,7:37:33,07:30-08:30,e,2,0,w,
6/25/2019,7:37:36,07:30-08:30,e,1,0,w,
6/25/2019,7:37:37,07:30-08:30,e,1,0,w,
6/25/2019,7:37:42,07:30-08:30,e,2,0,w,
6/25/2019,7:37:43,07:30-08:30,e,1,0,w,
6/25/2019,7:37:44,07:30-08:30,e,1,0,w,
6/25/2019,7:37:45,07:30-08:30,e,1,1,n,
6/25/2019,7:37:49,07:30-08:30,e,1,-1,s,
6/25/2019,7:37:52,07:30-08:30,e,1,0,w,
6/25/2019,7:37:55,07:30-08:30,e,1,0,w,
6/25/2019,7:38:14,07:30-08:30,e,1,0,w,
6/25/2019,7:38:22,07:30-08:30,e,2,1,n,
6/25/2019,7:38:25,07:30-08:30,e,2,-1,s,
6/25/2019,7:38:30,07:30-08:30,e,1,1,n,
6/25/2019,7:38:30,07:30-08:30,e,1,0,w,
6/25/2019,7:38:31,07:30-08:30,e,1,1,n,
6/25/2019,7:38:34,07:30-08:30,e,2,0,w,
6/25/2019,7:38:37,07:30-08:30,e,1,0,w,
6/25/2019,7:38:38,07:30-08:30,e,1,0,w,
6/25/2019,7:38:39,07:30-08:30,e,1,0,w,
6/25/2019,7:38:39,07:30-08:30,e,1,-1,s,
6/25/2019,7:38:42,07:30-08:30,e,2,1,n,
6/25/2019,7:38:44,07:30-08:30,e,1,-1,s,
6/25/2019,7:38:44,07:30-08:30,e,1,0,w,
6/25/2019,7:38:48,07:30-08:30,e,3,0,w,
6/25/2019,7:38:48,07:30-08:30,e,1,-1,s,
6/25/2019,7:38:49,07:30-08:30,e,1,1,n,
6/25/2019,7:38:49,07:30-08:30,e,1,0,w,
6/25/2019,7:38:53,07:30-08:30,e,1,0,w,
6/25/2019,7:38:54,07:30-08:30,e,1,1,n,
6/25/2019,7:38:55,07:30-08:30,e,1,0,w,
6/25/2019,7:38:57,07:30-08:30,e,2,-1,s,
6/25/2019,7:38:57,07:30-08:30,e,2,0,w,
6/25/2019,7:39:05,07:30-08:30,e,2,1,n,
6/25/2019,7:39:06,07:30-08:30,e,1,1,n,
6/25/2019,7:39:07,07:30-08:30,e,1,0,w,
6/25/2019,7:39:09,07:30-08:30,e,1,-1,s,
6/25/2019,7:39:10,07:30-08:30,e,2,0,w,
6/25/2019,7:39:56,07:30-08:30,e,1,1,n,
6/25/2019,7:39:58,07:30-08:30,e,2,-1,s,
6/25/2019,7:40:00,07:30-08:30,e,1,-1,s,
6/25/2019,7:40:03,07:30-08:30,e,1,-1,s,
6/25/2019,7:40:03,07:30-08:30,e,1,-1,s,
6/25/2019,7:40:07,07:30-08:30,e,1,-1,s,
6/25/2019,7:40:09,07:30-08:30,e,2,-1,s,
6/25/2019,7:40:11,07:30-08:30,e,1,0,w,
6/25/2019,7:40:12,07:30-08:30,e,1,1,n,
6/25/2019,7:40:13,07:30-08:30,e,2,0,w,
6/25/2019,7:40:15,07:30-08:30,e,2,-1,s,
6/25/2019,7:40:17,07:30-08:30,e,2,0,w,
6/25/2019,7:40:20,07:30-08:30,e,1,1,n,
6/25/2019,7:40:22,07:30-08:30,e,1,0,w,
6/25/2019,7:40:22,07:30-08:30,e,1,0,w,
6/25/2019,7:40:23,07:30-08:30,e,2,0,w,
6/25/2019,7:40:24,07:30-08:30,e,2,-1,s,
6/25/2019,7:40:26,07:30-08:30,e,1,0,w,
6/25/2019,7:40:32,07:30-08:30,e,1,-1,s,
6/25/2019,7:40:46,07:30-08:30,e,1,1,n,
6/25/2019,7:40:58,07:30-08:30,e,2,0,w,
6/25/2019,7:40:59,07:30-08:30,e,2,1,n,
6/25/2019,7:41:02,07:30-08:30,e,1,0,w,
6/25/2019,7:41:03,07:30-08:30,e,1,0,w,
6/25/2019,7:41:05,07:30-08:30,e,1,0,w,
6/25/2019,7:41:08,07:30-08:30,e,1,0,w,
6/25/2019,7:41:14,07:30-08:30,e,1,0,w,
6/25/2019,7:41:16,07:30-08:30,e,2,0,w,
6/25/2019,7:41:16,07:30-08:30,e,1,1,n,
6/25/2019,7:41:17,07:30-08:30,e,1,0,w,
6/25/2019,7:41:21,07:30-08:30,e,2,-1,s,
6/25/2019,7:41:22,07:30-08:30,e,2,0,w,
6/25/2019,7:41:24,07:30-08:30,e,1,0,w,
6/25/2019,7:41:25,07:30-08:30,e,1,0,w,
6/25/2019,7:41:26,07:30-08:30,e,2,0,w,
6/25/2019,7:41:27,07:30-08:30,e,1,-1,s,
6/25/2019,7:41:28,07:30-08:30,e,2,0,w,
6/25/2019,7:41:29,07:30-08:30,e,1,1,n,
6/25/2019,7:41:31,07:30-08:30,e,1,0,w,
6/25/2019,7:41:38,07:30-08:30,e,2,2,e,
6/25/2019,7:41:38,07:30-08:30,e,2,2,e,
6/25/2019,7:41:41,07:30-08:30,e,1,0,w,
6/25/2019,7:41:59,07:30-08:30,e,1,0,w,
6/25/2019,7:42:03,07:30-08:30,e,4,0,w,
6/25/2019,7:42:18,07:30-08:30,e,1,0,w,
6/25/2019,7:42:24,07:30-08:30,e,1,2,e,
6/25/2019,7:42:28,07:30-08:30,e,1,0,w,
6/25/2019,7:42:30,07:30-08:30,e,2,0,w,
6/25/2019,7:42:33,07:30-08:30,e,1,0,w,
6/25/2019,7:42:37,07:30-08:30,e,1,0,w,
6/25/2019,7:42:42,07:30-08:30,e,2,1,n,
6/25/2019,7:42:45,07:30-08:30,e,1,-1,s,
6/25/2019,7:42:47,07:30-08:30,e,2,0,w,
6/25/2019,7:42:50,07:30-08:30,e,1,1,n,
6/25/2019,7:42:51,07:30-08:30,e,2,1,n,
6/25/2019,7:42:52,07:30-08:30,e,1,1,n,
6/25/2019,7:42:52,07:30-08:30,e,1,-1,s,
6/25/2019,7:43:11,07:30-08:30,e,1,1,n,
6/25/2019,7:43:15,07:30-08:30,e,2,0,w,
6/25/2019,7:43:19,07:30-08:30,e,1,1,n,
6/25/2019,7:43:25,07:30-08:30,e,2,0,w,
6/25/2019,7:43:26,07:30-08:30,e,1,0,w,
6/25/2019,7:43:27,07:30-08:30,e,1,-1,s,
6/25/2019,7:43:31,07:30-08:30,e,1,0,w,
6/25/2019,7:43:31,07:30-08:30,e,1,0,w,
6/25/2019,7:43:32,07:30-08:30,e,1,0,w,
6/25/2019,7:43:39,07:30-08:30,e,1,1,n,
6/25/2019,7:43:40,07:30-08:30,e,2,0,w,
6/25/2019,7:43:41,07:30-08:30,e,2,1,n,
6/25/2019,7:43:41,07:30-08:30,e,2,0,w,
6/25/2019,7:43:45,07:30-08:30,e,1,0,w,
6/25/2019,7:43:47,07:30-08:30,e,2,-1,s,
6/25/2019,7:43:56,07:30-08:30,e,1,-1,s,
6/25/2019,7:43:58,07:30-08:30,e,2,0,w,
6/25/2019,7:44:33,07:30-08:30,e,2,-1,s,
6/25/2019,7:44:40,07:30-08:30,e,1,-1,s,
6/25/2019,7:44:46,07:30-08:30,e,1,-1,s,
6/25/2019,7:44:53,07:30-08:30,e,1,-1,s,
6/25/2019,7:44:55,07:30-08:30,e,1,-1,s,
6/25/2019,7:45:05,07:30-08:30,e,1,-1,s,
6/25/2019,7:45:09,07:30-08:30,e,3,-1,s,
6/25/2019,7:45:12,07:30-08:30,e,2,-1,s,
6/25/2019,7:45:16,07:30-08:30,e,2,-1,s,
6/25/2019,7:45:19,07:30-08:30,e,2,1,n,
6/25/2019,7:45:21,07:30-08:30,e,1,1,n,
6/25/2019,7:45:25,07:30-08:30,e,1,0,w,
6/25/2019,7:45:30,07:30-08:30,e,1,-1,s,
6/25/2019,7:45:33,07:30-08:30,e,1,0,w,
6/25/2019,7:45:45,07:30-08:30,e,1,1,n,
6/25/2019,7:45:48,07:30-08:30,e,1,-1,s,
6/25/2019,7:45:50,07:30-08:30,e,1,0,w,
6/25/2019,7:45:52,07:30-08:30,e,1,1,n,
6/25/2019,7:45:56,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:03,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:04,07:30-08:30,e,2,0,w,
6/25/2019,7:46:05,07:30-08:30,e,1,0,w,
6/25/2019,7:46:05,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:07,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:11,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:12,07:30-08:30,e,1,0,w,
6/25/2019,7:46:12,07:30-08:30,e,1,0,w,
6/25/2019,7:46:14,07:30-08:30,e,1,0,w,
6/25/2019,7:46:17,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:18,07:30-08:30,e,1,0,w,
6/25/2019,7:46:18,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:21,07:30-08:30,e,1,0,w,
6/25/2019,7:46:22,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:25,07:30-08:30,e,1,-1,s,
6/25/2019,7:46:26,07:30-08:30,e,1,0,w,
6/25/2019,7:46:27,07:30-08:30,e,2,0,w,
6/25/2019,7:46:32,07:30-08:30,e,1,0,w,
6/25/2019,7:46:34,07:30-08:30,e,2,0,w,
6/25/2019,7:46:49,07:30-08:30,e,1,0,w,
6/25/2019,7:47:06,07:30-08:30,e,1,-1,s,
6/25/2019,7:47:09,07:30-08:30,e,1,0,w,
6/25/2019,7:47:16,07:30-08:30,e,1,1,n,
6/25/2019,7:47:17,07:30-08:30,e,1,-1,s,
6/25/2019,7:47:19,07:30-08:30,e,1,-1,s,
6/25/2019,7:47:19,07:30-08:30,e,2,-1,s,
6/25/2019,7:47:25,07:30-08:30,e,1,-1,s,
6/25/2019,7:47:28,07:30-08:30,e,1,1,n,
6/25/2019,7:47:30,07:30-08:30,e,1,-1,s,
6/25/2019,7:47:39,07:30-08:30,e,2,0,w,
6/25/2019,7:47:46,07:30-08:30,e,1,1,n,
6/25/2019,7:48:08,07:30-08:30,e,2,0,w,
6/25/2019,7:48:13,07:30-08:30,e,1,0,w,
6/25/2019,7:48:14,07:30-08:30,e,2,0,w,
6/25/2019,7:48:16,07:30-08:30,e,2,0,w,
6/25/2019,7:48:25,07:30-08:30,e,2,1,n,
6/25/2019,7:48:27,07:30-08:30,e,1,0,w,
6/25/2019,7:48:28,07:30-08:30,e,1,0,w,
6/25/2019,7:48:29,07:30-08:30,e,1,0,w,
6/25/2019,7:48:31,07:30-08:30,e,1,0,w,
6/25/2019,7:48:33,07:30-08:30,e,1,0,w,
6/25/2019,7:48:41,07:30-08:30,e,4,0,w,
6/25/2019,7:48:43,07:30-08:30,e,1,0,w,
6/25/2019,7:48:44,07:30-08:30,e,1,1,n,
6/25/2019,7:48:45,07:30-08:30,e,1,0,w,
6/25/2019,7:48:48,07:30-08:30,e,1,0,w,
6/25/2019,7:48:49,07:30-08:30,e,2,0,w,
6/25/2019,7:48:49,07:30-08:30,e,2,0,w,
6/25/2019,7:48:50,07:30-08:30,e,1,0,w,
6/25/2019,7:48:50,07:30-08:30,e,2,0,w,
6/25/2019,7:48:51,07:30-08:30,e,1,1,n,
6/25/2019,7:48:54,07:30-08:30,e,1,0,w,
6/25/2019,7:48:55,07:30-08:30,e,1,0,w,
6/25/2019,7:48:55,07:30-08:30,e,1,0,w,
6/25/2019,7:48:57,07:30-08:30,e,1,0,w,
6/25/2019,7:48:58,07:30-08:30,e,2,1,n,
6/25/2019,7:49:02,07:30-08:30,e,2,1,n,
6/25/2019,7:49:07,07:30-08:30,e,1,0,w,
6/25/2019,7:49:13,07:30-08:30,e,2,0,w,
6/25/2019,7:49:31,07:30-08:30,e,2,0,w,
6/25/2019,7:49:36,07:30-08:30,e,2,-1,s,
6/25/2019,7:49:38,07:30-08:30,e,1,0,w,
6/25/2019,7:49:42,07:30-08:30,e,2,0,w,
6/25/2019,7:49:50,07:30-08:30,e,1,0,w,
6/25/2019,7:49:55,07:30-08:30,e,1,1,n,
6/25/2019,7:49:56,07:30-08:30,e,1,0,w,
6/25/2019,7:49:58,07:30-08:30,e,2,0,w,
6/25/2019,7:50:00,07:30-08:30,e,2,0,w,
6/25/2019,7:50:41,07:30-08:30,e,1,0,w,
6/25/2019,7:50:44,07:30-08:30,e,1,0,w,
6/25/2019,7:50:45,07:30-08:30,e,1,-1,s,
6/25/2019,7:50:47,07:30-08:30,e,1,0,w,
6/25/2019,7:50:48,07:30-08:30,e,1,1,n,
6/25/2019,7:50:50,07:30-08:30,e,2,0,w,
6/25/2019,7:51:03,07:30-08:30,e,2,0,w,
6/25/2019,7:51:03,07:30-08:30,e,1,0,w,
6/25/2019,7:51:04,07:30-08:30,e,1,0,w,
6/25/2019,7:51:06,07:30-08:30,e,1,-1,s,
6/25/2019,7:51:07,07:30-08:30,e,2,0,w,
6/25/2019,7:51:08,07:30-08:30,e,1,0,w,
6/25/2019,7:51:08,07:30-08:30,e,2,0,w,
6/25/2019,7:51:32,07:30-08:30,e,1,-1,s,
6/25/2019,7:51:49,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:00,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:04,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:05,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:12,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:16,07:30-08:30,e,2,-1,s,
6/25/2019,7:52:19,07:30-08:30,e,2,-1,s,
6/25/2019,7:52:22,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:23,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:28,07:30-08:30,e,2,-1,s,
6/25/2019,7:52:29,07:30-08:30,e,1,-1,s,
6/25/2019,7:52:32,07:30-08:30,e,1,-1,s,
